Category,Sub Category,Order Date,Profit
Food Grains,Atta & Flour,8/21/2016,336.82
Fruits & Veggies,Fresh Vegetables,12/17/2018,64.89
Beverages,Health Drinks,11/26/2015,771.3
Oil & Masala,Spices,12/26/2017,119.28
Oil & Masala,Spices,4/13/2016,70.3
Bakery,Biscuits,2/14/2015,431.52
Bakery,Breads & Buns,04-12-2015,204.06
Food Grains,Atta & Flour,4/30/2018,30.8
Snacks,Cookies,9/19/2018,845.38
Beverages,Health Drinks,9/18/2016,174.42
Fruits & Veggies,Organic Fruits,8/22/2017,250.12
Food Grains,Atta & Flour,12-08-2017,113.55
Oil & Masala,Edible Oil & Ghee,09-03-2018,483.23
Beverages,Health Drinks,12/31/2017,120.82
Bakery,Biscuits,10/15/2018,371.85
Beverages,Health Drinks,12/23/2017,295.88
"Eggs, Meat & Fish",Eggs,3/25/2018,237.12
Beverages,Health Drinks,8/17/2018,576
Beverages,Soft Drinks,4/25/2016,58.94
Oil & Masala,Spices,04-03-2015,481.44
Snacks,Chocolates,12/23/2017,186.5
Snacks,Chocolates,11/16/2015,315
Food Grains,Rice,10/26/2016,83.7
Oil & Masala,Edible Oil & Ghee,9/25/2016,122.15
Oil & Masala,Spices,04-10-2017,648.21
Fruits & Veggies,Fresh Fruits,8/17/2018,425.03
Beverages,Soft Drinks,3/14/2015,565.04
Fruits & Veggies,Fresh Fruits,5/13/2015,350.37
Bakery,Breads & Buns,5/18/2016,571.13
Fruits & Veggies,Fresh Fruits,3/19/2016,413.7
Bakery,Breads & Buns,8/21/2017,333
Snacks,Chocolates,06-03-2018,265.12
Bakery,Breads & Buns,06-12-2017,531.36
Oil & Masala,Masalas,9/20/2015,215.97
"Eggs, Meat & Fish",Chicken,9/26/2017,61.3
Oil & Masala,Spices,11/21/2015,185.02
"Eggs, Meat & Fish",Chicken,9/20/2017,130.8
Bakery,Cakes,12/23/2017,739.86
Oil & Masala,Masalas,11-09-2018,123.3
Snacks,Chocolates,12/25/2018,84
Food Grains,Dals & Pulses,3/16/2018,232.98
"Eggs, Meat & Fish",Mutton,12-08-2016,642.24
"Eggs, Meat & Fish",Eggs,8/15/2016,120.48
Beverages,Soft Drinks,02-04-2017,309.42
Fruits & Veggies,Fresh Vegetables,10-08-2018,197.9
Fruits & Veggies,Organic Vegetables,12/27/2016,398.08
Beverages,Health Drinks,12/23/2017,736.56
"Eggs, Meat & Fish",Chicken,11/24/2015,839.65
Beverages,Soft Drinks,12/26/2017,657.14
"Eggs, Meat & Fish",Fish,9/18/2016,285.56
Bakery,Biscuits,05-12-2018,137.68
Bakery,Biscuits,2/14/2015,253.26
Fruits & Veggies,Organic Fruits,3/16/2018,50.4
"Eggs, Meat & Fish",Fish,9/28/2016,761.52
Oil & Masala,Masalas,12-02-2017,723.6
Food Grains,Organic Staples,1/24/2018,404.34
Snacks,Chocolates,12/26/2017,388.3
Bakery,Breads & Buns,9/19/2018,493.74
"Eggs, Meat & Fish",Mutton,6/13/2015,289.82
Beverages,Health Drinks,10/31/2015,575.76
"Eggs, Meat & Fish",Chicken,4/26/2016,421.41
Beverages,Health Drinks,4/30/2016,362.64
Snacks,Chocolates,12/22/2018,240.9
Fruits & Veggies,Fresh Fruits,02-06-2016,217.2
Oil & Masala,Spices,12/23/2017,414.96
Oil & Masala,Spices,5/27/2018,486
Snacks,Noodles,10/31/2015,315.54
Beverages,Health Drinks,2/18/2016,254.8
Fruits & Veggies,Organic Fruits,07-11-2018,250.2
Fruits & Veggies,Fresh Vegetables,3/30/2015,396.2
Snacks,Chocolates,11/26/2015,422.01
Beverages,Health Drinks,04-06-2015,720.4
Snacks,Cookies,05-04-2018,718.2
Snacks,Cookies,9/22/2018,267.24
Food Grains,Dals & Pulses,8/22/2017,197.4
Food Grains,Atta & Flour,06-02-2017,336
Food Grains,Dals & Pulses,8/17/2018,130.65
Bakery,Cakes,09-09-2018,936.54
Fruits & Veggies,Organic Vegetables,03-12-2018,196.1
Bakery,Biscuits,09-03-2016,626.92
Oil & Masala,Edible Oil & Ghee,12/22/2018,399.6
Bakery,Cakes,3/30/2015,789.36
Food Grains,Organic Staples,3/31/2018,195.93
Bakery,Biscuits,9/28/2016,482.49
"Eggs, Meat & Fish",Fish,8/20/2018,920.7
"Eggs, Meat & Fish",Mutton,10-05-2018,434.34
Bakery,Breads & Buns,9/24/2016,125.1
Fruits & Veggies,Organic Vegetables,10/27/2017,194.2
Oil & Masala,Edible Oil & Ghee,9/16/2017,412.86
Fruits & Veggies,Fresh Vegetables,11/19/2016,562.4
"Eggs, Meat & Fish",Fish,9/20/2017,417.36
"Eggs, Meat & Fish",Mutton,11/21/2018,46.16
Fruits & Veggies,Fresh Fruits,10/29/2016,250.85
Beverages,Soft Drinks,4/30/2018,99.96
Snacks,Chocolates,12-05-2016,160.8
Snacks,Noodles,5/30/2018,711.88
Beverages,Soft Drinks,8/25/2015,239.51
Oil & Masala,Spices,05-09-2017,92.26
Snacks,Cookies,02-01-2017,131.1
Food Grains,Dals & Pulses,3/23/2016,641.52
Oil & Masala,Masalas,3/22/2016,127.5
Snacks,Cookies,12-08-2018,99.44
"Eggs, Meat & Fish",Fish,12/29/2015,521.91
Bakery,Cakes,12-10-2015,211.31
"Eggs, Meat & Fish",Chicken,12-10-2015,168
Bakery,Biscuits,1/23/2018,601.12
Bakery,Breads & Buns,11/24/2015,500.08
Bakery,Biscuits,12/17/2018,434.43
Beverages,Health Drinks,09-04-2018,140.28
Food Grains,Organic Staples,8/25/2015,749.48
Bakery,Breads & Buns,10/31/2015,303.6
Oil & Masala,Edible Oil & Ghee,12/23/2017,243.54
Bakery,Biscuits,12-01-2018,79.15
Snacks,Cookies,07-11-2018,186.48
"Eggs, Meat & Fish",Chicken,02-05-2018,129.92
Beverages,Health Drinks,3/18/2018,206.85
Fruits & Veggies,Organic Fruits,12-02-2018,145.2
Food Grains,Rice,7/26/2016,733.95
Food Grains,Rice,7/21/2015,128.64
Fruits & Veggies,Fresh Fruits,8/13/2016,696.32
Fruits & Veggies,Fresh Fruits,03-07-2015,153.66
Snacks,Chocolates,3/18/2018,125.1
Oil & Masala,Spices,9/24/2017,45.44
Bakery,Cakes,7/21/2017,258.9
"Eggs, Meat & Fish",Fish,10-05-2018,303.49
"Eggs, Meat & Fish",Chicken,9/16/2018,63.9
Fruits & Veggies,Fresh Fruits,2/23/2018,255.15
Snacks,Chocolates,10/15/2018,612.34
Snacks,Cookies,12/22/2018,300.3
Oil & Masala,Edible Oil & Ghee,11/21/2017,461.97
Beverages,Soft Drinks,11/27/2018,316.71
Bakery,Biscuits,10/29/2016,231.5
Bakery,Cakes,11-02-2018,363.46
Snacks,Chocolates,10/31/2015,305.2
"Eggs, Meat & Fish",Chicken,03-07-2015,179.46
"Eggs, Meat & Fish",Chicken,12/18/2017,759.6
Snacks,Chocolates,7/23/2015,82.6
Fruits & Veggies,Fresh Vegetables,5/14/2018,322.26
Beverages,Soft Drinks,12/18/2017,211
Snacks,Cookies,06-12-2017,81.55
Fruits & Veggies,Fresh Vegetables,8/20/2018,120.55
"Eggs, Meat & Fish",Fish,11/24/2015,78.88
Beverages,Soft Drinks,9/19/2015,305.5
Snacks,Noodles,06-05-2017,276.6
Food Grains,Atta & Flour,3/19/2018,209.58
"Eggs, Meat & Fish",Mutton,09-11-2016,236.88
Food Grains,Organic Staples,12-08-2017,139.59
"Eggs, Meat & Fish",Mutton,10/31/2017,291.3
Food Grains,Rice,12/21/2018,101.86
Food Grains,Rice,8/18/2018,365.76
Beverages,Soft Drinks,5/19/2017,277.76
"Eggs, Meat & Fish",Eggs,12-01-2017,413.1
"Eggs, Meat & Fish",Fish,6/24/2018,622.64
Beverages,Soft Drinks,1/26/2016,198.22
Bakery,Cakes,8/17/2018,64.26
Beverages,Health Drinks,6/24/2018,609.18
Food Grains,Rice,12/29/2015,540.2
Snacks,Cookies,8/21/2017,244.77
Oil & Masala,Spices,9/18/2017,92
"Eggs, Meat & Fish",Mutton,9/20/2017,102.78
Beverages,Health Drinks,5/14/2018,337.8
Beverages,Soft Drinks,11/20/2017,666.52
Snacks,Chocolates,10/31/2015,939.96
"Eggs, Meat & Fish",Eggs,09-09-2018,186.36
Bakery,Biscuits,11/26/2015,136
Oil & Masala,Spices,06-03-2018,107.9
Fruits & Veggies,Fresh Fruits,5/19/2017,272.09
Food Grains,Rice,12-08-2018,369.84
Bakery,Breads & Buns,08-07-2016,581.25
Bakery,Cakes,12/17/2017,321.03
Beverages,Soft Drinks,12/25/2018,49.14
Beverages,Health Drinks,10/23/2016,434.34
Bakery,Biscuits,12-02-2018,735.94
Beverages,Soft Drinks,9/26/2016,655.48
Beverages,Health Drinks,12/26/2017,103.36
"Eggs, Meat & Fish",Eggs,12/18/2016,154.24
Food Grains,Organic Staples,12/30/2018,164.4
Oil & Masala,Edible Oil & Ghee,12/30/2018,438.68
"Eggs, Meat & Fish",Fish,8/21/2017,350.55
Bakery,Breads & Buns,03-02-2018,281.97
Fruits & Veggies,Organic Vegetables,10/31/2015,186.45
Food Grains,Organic Staples,04-10-2016,105
Snacks,Noodles,12-10-2018,1012.65
"Eggs, Meat & Fish",Mutton,02-02-2018,700.06
Oil & Masala,Masalas,9/19/2017,658
Beverages,Health Drinks,9/20/2017,580.84
Fruits & Veggies,Fresh Fruits,9/20/2017,297.99
Oil & Masala,Masalas,11/21/2018,235
"Eggs, Meat & Fish",Fish,12-02-2017,285.74
"Eggs, Meat & Fish",Fish,1/24/2018,526.38
"Eggs, Meat & Fish",Chicken,12/17/2017,153.54
Fruits & Veggies,Organic Vegetables,11/17/2018,54.56
Fruits & Veggies,Organic Fruits,11/26/2017,732.23
Snacks,Chocolates,04-08-2015,32
"Eggs, Meat & Fish",Chicken,6/28/2016,331.6
Beverages,Health Drinks,7/18/2017,162.3
Snacks,Chocolates,9/19/2018,209.69
Beverages,Health Drinks,8/17/2018,611.78
Snacks,Cookies,11/26/2015,626.92
Beverages,Health Drinks,12/25/2018,321.2
Snacks,Chocolates,10/31/2015,313.2
Beverages,Soft Drinks,09-04-2018,999.24
Food Grains,Atta & Flour,7/26/2016,93.08
Snacks,Noodles,10/21/2015,465.25
"Eggs, Meat & Fish",Mutton,8/13/2018,443.56
"Eggs, Meat & Fish",Fish,4/26/2016,511.8
Bakery,Cakes,12-08-2018,212.28
Snacks,Cookies,12/29/2015,545.24
"Eggs, Meat & Fish",Mutton,10/27/2017,162.58
Beverages,Health Drinks,12-02-2017,814.71
Bakery,Cakes,12/24/2018,528.96
Oil & Masala,Edible Oil & Ghee,10-12-2018,78.12
"Eggs, Meat & Fish",Fish,06-02-2017,537.6
Snacks,Noodles,04-08-2015,441.67
Snacks,Noodles,5/28/2018,217.26
Oil & Masala,Masalas,3/22/2015,428
Food Grains,Organic Staples,12-08-2016,744.51
"Eggs, Meat & Fish",Eggs,11/17/2018,485.1
Food Grains,Dals & Pulses,10/26/2016,356.88
Beverages,Health Drinks,7/18/2017,198.56
Snacks,Chocolates,12-10-2018,336.82
Snacks,Cookies,7/28/2018,413.54
"Eggs, Meat & Fish",Chicken,05-12-2018,414.72
Snacks,Chocolates,9/15/2017,192.66
Food Grains,Organic Staples,11-03-2018,488.52
Bakery,Cakes,5/21/2016,509.96
Bakery,Biscuits,9/23/2017,814.71
Food Grains,Dals & Pulses,9/26/2016,44.72
Oil & Masala,Edible Oil & Ghee,9/26/2016,375.4
Food Grains,Dals & Pulses,10-01-2016,680.4
Bakery,Biscuits,10/26/2016,759.33
Bakery,Biscuits,04-10-2017,170.28
Snacks,Cookies,3/16/2018,524.62
Fruits & Veggies,Fresh Vegetables,10/13/2018,567.92
Snacks,Noodles,07-11-2018,85.14
Beverages,Soft Drinks,1/23/2018,580.23
"Eggs, Meat & Fish",Eggs,2/15/2015,554.8
Snacks,Chocolates,12-01-2018,89.1
Snacks,Cookies,12-09-2018,356.27
Bakery,Cakes,01-06-2016,782.6
Fruits & Veggies,Organic Vegetables,7/15/2017,383.64
Snacks,Cookies,9/13/2015,601.56
"Eggs, Meat & Fish",Chicken,7/18/2017,788.4
Bakery,Cakes,3/16/2018,529.54
Oil & Masala,Edible Oil & Ghee,9/28/2016,156.72
Snacks,Noodles,4/26/2015,390.72
Snacks,Cookies,7/26/2016,429.45
"Eggs, Meat & Fish",Mutton,3/14/2017,76.78
Fruits & Veggies,Fresh Vegetables,10-02-2016,149.71
Fruits & Veggies,Organic Fruits,07-08-2015,343.7
Bakery,Breads & Buns,10/26/2016,199.44
Snacks,Cookies,09-09-2018,276.21
Snacks,Chocolates,12-09-2015,380.8
Fruits & Veggies,Organic Vegetables,9/26/2016,371.46
Food Grains,Organic Staples,12/21/2016,112.2
Oil & Masala,Edible Oil & Ghee,04-12-2015,137.67
"Eggs, Meat & Fish",Eggs,12/31/2017,672.84
Bakery,Cakes,11/24/2015,160.7
Beverages,Health Drinks,10/16/2018,601.38
Oil & Masala,Edible Oil & Ghee,8/17/2018,218.4
Beverages,Soft Drinks,04-09-2017,108.3
Oil & Masala,Masalas,8/18/2018,385.71
Fruits & Veggies,Fresh Vegetables,9/25/2017,410.7
Food Grains,Rice,10/26/2016,647.9
Food Grains,Organic Staples,06-02-2017,412.11
Food Grains,Dals & Pulses,9/25/2017,515.32
Food Grains,Rice,9/26/2016,162.48
Food Grains,Organic Staples,12/13/2015,139.25
Food Grains,Dals & Pulses,12/19/2017,323.2
Food Grains,Atta & Flour,01-06-2016,103.53
Bakery,Breads & Buns,09-04-2016,170.34
Fruits & Veggies,Organic Fruits,12-09-2018,222.3
Bakery,Cakes,7/18/2017,984.8
"Eggs, Meat & Fish",Chicken,12/30/2015,480.3
"Eggs, Meat & Fish",Mutton,12/19/2017,57.12
Beverages,Soft Drinks,11/17/2018,112.14
Bakery,Biscuits,10/26/2016,731.6
Beverages,Health Drinks,12-02-2018,524.8
Oil & Masala,Spices,9/26/2016,281.64
Oil & Masala,Masalas,07-05-2018,211.68
"Eggs, Meat & Fish",Fish,11/27/2017,101.9
Fruits & Veggies,Fresh Vegetables,02-11-2017,403.04
Snacks,Cookies,3/13/2018,108.96
Bakery,Breads & Buns,10-12-2018,115.92
Beverages,Soft Drinks,5/25/2016,206.56
Beverages,Soft Drinks,8/26/2017,92.25
Food Grains,Organic Staples,09-08-2018,697.08
Beverages,Soft Drinks,08-11-2018,460.08
Bakery,Breads & Buns,9/21/2016,667.74
Food Grains,Atta & Flour,4/21/2018,425.7
Fruits & Veggies,Fresh Fruits,03-09-2016,193.18
Oil & Masala,Spices,03-01-2016,568.36
Oil & Masala,Spices,03-09-2016,748.88
Bakery,Cakes,12-11-2018,506
Bakery,Biscuits,9/21/2016,544.5
Oil & Masala,Masalas,09-03-2016,912.4
Fruits & Veggies,Organic Vegetables,3/24/2018,288.42
Food Grains,Dals & Pulses,4/24/2018,681.48
Snacks,Chocolates,07-11-2016,106.64
Beverages,Health Drinks,3/20/2016,552.55
Fruits & Veggies,Organic Vegetables,11/27/2016,225.9
Fruits & Veggies,Fresh Vegetables,5/14/2018,407.32
Bakery,Breads & Buns,12/31/2015,1042.65
Bakery,Breads & Buns,11/27/2016,324.72
Bakery,Biscuits,09-05-2017,329.85
"Eggs, Meat & Fish",Fish,11/13/2018,190.5
Food Grains,Organic Staples,5/30/2015,802.56
Food Grains,Atta & Flour,9/25/2016,412.44
Bakery,Biscuits,7/16/2016,168.53
Beverages,Health Drinks,11/13/2018,128.26
Bakery,Biscuits,5/30/2017,689.04
"Eggs, Meat & Fish",Fish,11/13/2018,113.19
Oil & Masala,Edible Oil & Ghee,02-06-2015,191.04
Snacks,Cookies,4/16/2018,622.71
Beverages,Health Drinks,5/18/2018,164.2
Fruits & Veggies,Organic Fruits,09-08-2015,324.66
Bakery,Breads & Buns,09-08-2015,63.7
Beverages,Soft Drinks,5/18/2018,620.62
Fruits & Veggies,Organic Vegetables,02-06-2015,118.93
Food Grains,Dals & Pulses,8/27/2015,569.94
Fruits & Veggies,Organic Vegetables,11/26/2017,424.32
Fruits & Veggies,Organic Vegetables,07-02-2016,386.22
Beverages,Soft Drinks,3/19/2015,438.55
Beverages,Soft Drinks,06-11-2016,386
Bakery,Cakes,3/19/2015,187.85
Snacks,Cookies,10/25/2017,43.6
Snacks,Chocolates,11-04-2018,456.94
Fruits & Veggies,Fresh Vegetables,01-02-2018,492.32
Snacks,Cookies,8/31/2016,440.18
Food Grains,Atta & Flour,7/20/2015,574.56
Snacks,Cookies,11/17/2015,224.91
"Eggs, Meat & Fish",Fish,3/22/2017,698.23
Fruits & Veggies,Organic Vegetables,3/23/2016,883.52
"Eggs, Meat & Fish",Mutton,09-06-2016,43.62
Oil & Masala,Edible Oil & Ghee,12/25/2017,200.4
"Eggs, Meat & Fish",Eggs,11-11-2015,244.12
Snacks,Noodles,3/19/2016,122
"Eggs, Meat & Fish",Mutton,10-02-2015,247.5
Oil & Masala,Masalas,10-10-2017,228.58
Oil & Masala,Masalas,10/21/2018,172.56
"Eggs, Meat & Fish",Fish,3/28/2018,719.6
Food Grains,Dals & Pulses,04-01-2018,577.5
Fruits & Veggies,Organic Vegetables,10-02-2015,398.48
Snacks,Cookies,11-10-2018,561.26
Beverages,Soft Drinks,11/14/2016,298.8
Fruits & Veggies,Fresh Vegetables,8/31/2016,144
Food Grains,Atta & Flour,10-07-2017,187.8
Fruits & Veggies,Fresh Vegetables,10-02-2015,224.64
Bakery,Breads & Buns,11/14/2016,56.88
Snacks,Chocolates,12/19/2015,126.6
Snacks,Noodles,11/16/2015,583.51
Fruits & Veggies,Fresh Vegetables,10/27/2018,757.34
Oil & Masala,Edible Oil & Ghee,12/19/2015,491.66
Beverages,Health Drinks,10/27/2018,439.23
Food Grains,Atta & Flour,11-10-2018,365.56
Bakery,Cakes,1/14/2018,220.4
Snacks,Chocolates,12/25/2017,310.52
Beverages,Soft Drinks,12/18/2017,364.99
Bakery,Breads & Buns,11-10-2018,766.5
Food Grains,Rice,9/24/2018,678.04
Beverages,Health Drinks,11-08-2016,484.88
Oil & Masala,Masalas,9/24/2018,476.87
Food Grains,Rice,10/30/2016,78.89
"Eggs, Meat & Fish",Chicken,11-08-2016,336.84
Snacks,Cookies,12-12-2017,395.85
Fruits & Veggies,Fresh Vegetables,8/27/2018,236
Beverages,Soft Drinks,12/27/2018,870.87
Oil & Masala,Edible Oil & Ghee,11-12-2018,319.67
"Eggs, Meat & Fish",Chicken,11/24/2015,614.08
Fruits & Veggies,Organic Fruits,07-10-2017,100.32
"Eggs, Meat & Fish",Eggs,03-05-2018,112.65
Bakery,Cakes,08-01-2017,368.7
Fruits & Veggies,Fresh Vegetables,11/16/2018,198.44
Snacks,Cookies,7/24/2018,128.88
Snacks,Noodles,5/14/2017,491.1
Fruits & Veggies,Organic Vegetables,06-01-2018,505.23
Food Grains,Dals & Pulses,06-01-2018,520.1
Food Grains,Rice,11/21/2017,150.66
"Eggs, Meat & Fish",Chicken,10-09-2016,181.28
Food Grains,Rice,10-09-2016,842
Fruits & Veggies,Organic Vegetables,12-08-2017,48.6
"Eggs, Meat & Fish",Fish,7/25/2017,790.4
Food Grains,Dals & Pulses,7/25/2017,258.72
Fruits & Veggies,Fresh Fruits,11/21/2016,565.08
Oil & Masala,Edible Oil & Ghee,11/29/2017,298.18
"Eggs, Meat & Fish",Eggs,12/30/2015,67.21
Beverages,Soft Drinks,4/18/2016,592.8
Fruits & Veggies,Fresh Fruits,5/20/2015,116.55
Food Grains,Atta & Flour,3/14/2018,156.51
Fruits & Veggies,Fresh Vegetables,12/30/2015,458.56
Snacks,Noodles,4/18/2016,204.24
"Eggs, Meat & Fish",Chicken,11/30/2018,549.5
Beverages,Soft Drinks,09-04-2016,127.88
Snacks,Chocolates,12/23/2017,237.3
Food Grains,Organic Staples,12/23/2017,136.26
Beverages,Soft Drinks,12/23/2017,827.2
Oil & Masala,Edible Oil & Ghee,12/30/2015,89.28
Fruits & Veggies,Fresh Fruits,12-09-2017,480.5
Bakery,Biscuits,11-05-2018,186.07
Food Grains,Rice,4/18/2016,731.12
Beverages,Soft Drinks,11/27/2017,311.75
Beverages,Health Drinks,09-08-2018,439.66
Bakery,Breads & Buns,07-08-2017,483.78
Fruits & Veggies,Fresh Fruits,07-03-2018,119.36
Oil & Masala,Spices,3/17/2016,479.29
Beverages,Soft Drinks,09-11-2016,604.5
"Eggs, Meat & Fish",Fish,11/20/2018,84.91
Beverages,Soft Drinks,3/24/2018,184
Snacks,Chocolates,11-09-2018,498.42
Food Grains,Organic Staples,11/20/2018,254.16
Food Grains,Dals & Pulses,12/24/2017,506.22
Bakery,Breads & Buns,10/16/2016,751.64
Oil & Masala,Edible Oil & Ghee,07-07-2018,450.45
"Eggs, Meat & Fish",Eggs,12/23/2017,985.56
Fruits & Veggies,Fresh Vegetables,11/13/2018,109.34
Food Grains,Organic Staples,09-08-2018,99.96
Snacks,Chocolates,3/13/2017,70.85
"Eggs, Meat & Fish",Mutton,6/19/2018,787.95
"Eggs, Meat & Fish",Eggs,3/13/2017,226.45
Beverages,Soft Drinks,12/30/2015,265.68
Oil & Masala,Masalas,3/13/2017,198.36
Snacks,Cookies,04-05-2015,331.92
"Eggs, Meat & Fish",Fish,03-11-2015,869
Fruits & Veggies,Fresh Fruits,7/16/2017,509.12
Bakery,Biscuits,11/24/2018,147.48
Food Grains,Atta & Flour,12/23/2018,307.12
Oil & Masala,Masalas,03-11-2015,336
Bakery,Biscuits,08-07-2016,799.65
Fruits & Veggies,Fresh Vegetables,11/18/2017,689.31
Bakery,Breads & Buns,3/31/2018,403.62
Bakery,Biscuits,10/18/2015,251.35
Fruits & Veggies,Fresh Fruits,11/28/2017,730.4
Bakery,Cakes,11-02-2018,744.8
"Eggs, Meat & Fish",Fish,5/26/2017,99.6
Snacks,Noodles,04-01-2018,160.51
Beverages,Soft Drinks,5/25/2016,441.48
"Eggs, Meat & Fish",Mutton,9/18/2016,176.24
Food Grains,Dals & Pulses,01-02-2018,154.44
Food Grains,Dals & Pulses,2/21/2017,548.9
Snacks,Noodles,10/24/2017,633.6
Beverages,Soft Drinks,8/21/2018,182.75
Food Grains,Organic Staples,11-02-2015,217.53
Snacks,Noodles,04-06-2015,300.81
Bakery,Cakes,2/18/2018,381.7
Oil & Masala,Spices,12-10-2018,363.08
Beverages,Health Drinks,10/24/2017,297
Beverages,Soft Drinks,05-02-2018,177.32
Bakery,Biscuits,03-10-2018,193.92
"Eggs, Meat & Fish",Chicken,12/16/2018,56.6
Fruits & Veggies,Fresh Fruits,12/16/2018,256.92
Snacks,Cookies,6/27/2018,140.16
Food Grains,Dals & Pulses,12/27/2016,388.93
"Eggs, Meat & Fish",Fish,10/30/2016,356.22
Oil & Masala,Spices,6/15/2018,633.6
Food Grains,Organic Staples,10/17/2018,649.8
Beverages,Soft Drinks,11-02-2015,353
"Eggs, Meat & Fish",Chicken,11/21/2016,111.75
Bakery,Breads & Buns,8/27/2018,627.2
"Eggs, Meat & Fish",Fish,10/26/2016,844.34
Food Grains,Rice,10/26/2016,283.39
Snacks,Noodles,03-01-2016,318.78
Food Grains,Atta & Flour,08-04-2017,197.46
Beverages,Health Drinks,3/26/2015,202.13
Fruits & Veggies,Organic Fruits,08-02-2017,796.63
Beverages,Soft Drinks,2/18/2018,406.18
Fruits & Veggies,Fresh Fruits,12-04-2016,268.8
Beverages,Soft Drinks,8/15/2017,1056.88
"Eggs, Meat & Fish",Mutton,10/19/2015,131.4
"Eggs, Meat & Fish",Fish,6/20/2016,648.04
Food Grains,Dals & Pulses,02-11-2018,529.1
Beverages,Soft Drinks,11/25/2018,726.08
Food Grains,Organic Staples,02-07-2017,384.4
Snacks,Cookies,10/30/2016,513.73
Beverages,Health Drinks,6/25/2015,124.38
Food Grains,Rice,09-11-2018,282.91
Beverages,Health Drinks,7/21/2018,134.64
Food Grains,Atta & Flour,10/30/2016,211.77
"Eggs, Meat & Fish",Eggs,6/20/2017,284.13
Beverages,Soft Drinks,11/26/2016,974.81
Oil & Masala,Edible Oil & Ghee,04-01-2017,69.1
Snacks,Cookies,10/29/2015,559.86
Snacks,Chocolates,10/28/2015,486.2
Bakery,Biscuits,12/25/2016,260.3
Fruits & Veggies,Fresh Vegetables,2/15/2016,114.73
Fruits & Veggies,Organic Fruits,2/20/2015,470.08
Snacks,Chocolates,11-03-2015,188.63
Beverages,Health Drinks,7/20/2018,217.88
Food Grains,Atta & Flour,7/15/2015,501.27
Food Grains,Dals & Pulses,12/18/2018,128.25
Oil & Masala,Spices,5/13/2018,108.78
Snacks,Noodles,2/15/2016,469.7
Oil & Masala,Masalas,9/22/2018,540.3
Bakery,Cakes,9/24/2018,117.8
Bakery,Cakes,9/24/2018,280.55
Food Grains,Rice,2/15/2016,235.6
"Eggs, Meat & Fish",Eggs,9/25/2017,430.65
Oil & Masala,Edible Oil & Ghee,10-02-2017,311.55
Food Grains,Rice,10/19/2016,309.5
Beverages,Health Drinks,9/22/2018,495.39
Beverages,Health Drinks,12/31/2015,465.66
"Eggs, Meat & Fish",Chicken,12/24/2016,128.31
"Eggs, Meat & Fish",Eggs,11/25/2017,99.81
Fruits & Veggies,Organic Fruits,7/29/2018,504.6
Snacks,Noodles,09-03-2018,429.39
Oil & Masala,Spices,01-03-2017,299.54
Snacks,Noodles,09-06-2017,195.5
Oil & Masala,Edible Oil & Ghee,11-02-2016,321.54
Food Grains,Atta & Flour,12/17/2017,293.02
Snacks,Cookies,11/25/2015,663.39
Snacks,Cookies,11-12-2015,946.8
Oil & Masala,Edible Oil & Ghee,01-03-2017,449.2
Bakery,Cakes,5/30/2015,346.92
Bakery,Biscuits,11/16/2016,468.48
Beverages,Health Drinks,05-02-2016,218.14
Food Grains,Rice,11-11-2017,627.2
Bakery,Biscuits,6/20/2017,189.12
Oil & Masala,Masalas,10/31/2018,501.9
"Eggs, Meat & Fish",Chicken,3/26/2018,369.9
Fruits & Veggies,Fresh Vegetables,8/28/2016,498.48
"Eggs, Meat & Fish",Fish,3/26/2018,174.46
Snacks,Noodles,3/30/2016,176.8
Oil & Masala,Masalas,8/28/2016,406.84
"Eggs, Meat & Fish",Chicken,09-08-2017,273
Fruits & Veggies,Organic Fruits,11/21/2015,343.04
Food Grains,Organic Staples,01-03-2017,161.81
Bakery,Biscuits,10-10-2015,114.72
Beverages,Soft Drinks,11/23/2015,991.76
Beverages,Soft Drinks,05-04-2016,444.57
Oil & Masala,Spices,11/20/2017,189.04
Fruits & Veggies,Fresh Vegetables,10-10-2015,39.62
Oil & Masala,Edible Oil & Ghee,11/20/2016,241.06
"Eggs, Meat & Fish",Eggs,08-01-2018,168.5
Snacks,Cookies,09-02-2015,54.64
Oil & Masala,Masalas,10-02-2016,645.6
Food Grains,Rice,2/16/2018,752
Bakery,Biscuits,10/25/2016,502.82
Food Grains,Organic Staples,12-10-2016,1041.46
Bakery,Biscuits,9/18/2016,1103.4
Fruits & Veggies,Organic Vegetables,11-01-2016,213.67
Fruits & Veggies,Fresh Fruits,08-05-2015,496.64
Food Grains,Organic Staples,8/18/2017,393.6
Beverages,Health Drinks,10-02-2018,597.25
Food Grains,Organic Staples,03-04-2017,307.97
Snacks,Cookies,4/28/2015,179.75
Snacks,Noodles,09-02-2018,449.78
"Eggs, Meat & Fish",Eggs,8/24/2016,43.15
Snacks,Noodles,11-11-2017,173.68
Beverages,Soft Drinks,11/14/2016,298.11
Fruits & Veggies,Organic Fruits,11/14/2016,237.82
Oil & Masala,Spices,1/23/2017,436.92
"Eggs, Meat & Fish",Eggs,7/19/2015,914.28
Oil & Masala,Masalas,01-02-2017,152.83
"Eggs, Meat & Fish",Fish,3/16/2016,374.51
Fruits & Veggies,Fresh Vegetables,09-06-2016,359.89
Food Grains,Rice,12-04-2015,370.08
